index,text,label,platform,processed_text
4486,bình_luận toàn batman,0.0,TikTok,bình_luận toàn batman
4487,lũ bình_luận vội,1.0,TikTok,lũ bình_luận vội
4488,hệ xấu lửa khói,0.0,TikTok,hệ xấu lửa khói
4489,miền nam bắc nhữg xấu nhưg miền bắc đa miền thik,1.0,TikTok,miền nam bắc nhữg xấu nhưg miền bắc đa miền thik
4490,pó kỳ chắt ní nựng,1.0,TikTok,pó kỳ chắt ní nựng
4491,xã_hội_đen_thức kỉ_luật,0.0,TikTok,xã_hội_đen_thức kỉ_luật
4492,đọc bình_luận chán,0.0,TikTok,đọc bình_luận chán
4493,chán hệ trẻ bây lm trách cno trách gd cno hậu_trách_nhân không sai chút,0.0,TikTok,chán hệ trẻ bây lm trách cno trách gd cno hậu_trách_nhân không sai chút
4494,nambằctrung,2.0,TikTok,nambằctrung
4495,video rồi bình_luận tôi tức khóc thực,0.0,TikTok,video rồi bình_luận tôi tức khóc thực
4496,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
4497,gọi miền bắc hào người bắc,0.0,TikTok,gọi miền bắc hào người bắc
4498,mấy thằng cali cá_rô đồng tưởng hải_sản đại_dương,1.0,TikTok,mấy thằng cali cá_rô đồng tưởng hải_sản đại_dương
4499,chắn buồn lắm,0.0,TikTok,chắn buồn lắm
4500,tất miền nam thân_yêu đấy thân_yêu toàn rô đồng hải_sản đại_dương,1.0,TikTok,tất miền nam thân_yêu đấy thân_yêu toàn rô đồng hải_sản đại_dương
4501,đại_diện anh_em miền trung chào miền bắc_nam nha gôc trung sinh_bình dương,0.0,TikTok,đại_diện anh_em miền trung chào miền bắc_nam nha gôc trung sinh_bình dương
4502,bắc trung nam ta cội tổ_tiên thay tiếng tha tất,2.0,TikTok,bắc trung nam ta cội tổ_tiên thay tiếng tha tất
4503,lướt thays parky parky tối cổ quas chả els gì,0.0,TikTok,lướt thays parky parky tối cổ quas chả els gì
4504,miền anh_em vậy,0.0,TikTok,miền anh_em vậy
4505,việt_nam_thống hoà_bình,2.0,TikTok,việt_nam_thống hoà_bình
4506,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu
4507,bắc kì_thị miền nam cửa nấu_nướng miền nam,1.0,TikTok,bắc kì_thị miền nam cửa nấu_nướng miền nam
4508,parky kệ cơm được muỗi,0.0,TikTok,parky kệ cơm được muỗi
4510,toàn lũ hùa,0.0,TikTok,toàn lũ hùa
4511,gì cx vậy thoi bọn phân_biệt vùng miền gì biết tiếng,0.0,TikTok,gì cx vậy thoi bọn phân_biệt vùng miền gì biết tiếng
4512,phân_biệt vùng miền việt_nam đi,0.0,TikTok,phân_biệt vùng miền việt_nam đi
4513,công_lịch sử tiktok học,0.0,TikTok,công_lịch sử tiktok học
4514,hồ dậy,0.0,TikTok,hồ dậy
4515,hồ dậy yêu tổ_quốc yêu đồng_bào học_tập lao_động đoàn_kết kỷ_luật gìn vệ_sinh khiêm_tốn,2.0,TikTok,hồ dậy yêu tổ_quốc yêu đồng_bào học_tập lao_động đoàn_kết kỷ_luật gìn vệ_sinh khiêm_tốn
4516,tôi bắc đọc bình_luận không nổi tsao mày bình_luận parky bắc gì miền nam thất_vọng,0.0,TikTok,tôi bắc đọc bình_luận không nổi tsao mày bình_luận parky bắc gì miền nam thất_vọng
4517,pk tap bọn phân_biệt vùng miền lm gì kệ bọn bọn chán,0.0,TikTok,pk tap bọn phân_biệt vùng miền lm gì kệ bọn bọn chán
4518,hào parky quê_hương parky namky chẳng địa_danh,0.0,TikTok,hào parky quê_hương parky namky chẳng địa_danh
4519,tui đọc được coment parky,0.0,TikTok,tui đọc được coment parky
4520,kệ bọn đi mõm mạng xã_hội dk khóc thể_hiện anh_em khổ_thân hài,0.0,TikTok,kệ bọn đi mõm mạng xã_hội dk khóc thể_hiện anh_em khổ_thân hài
4521,hồ dậy yêu tổ_quốc yêu đồng_bào,0.0,TikTok,hồ dậy yêu tổ_quốc yêu đồng_bào
4522,đọc bình_luận biết ngậm_ngùi xót_thương_phận lính niên,0.0,TikTok,đọc bình_luận biết ngậm_ngùi xót_thương_phận lính niên
4523,đọc bình_luận buồn lắm,0.0,TikTok,đọc bình_luận buồn lắm
4524,phân_biệt miền được,0.0,TikTok,phân_biệt miền được
4525,cú đất pháp nhật được độc_lập dân_tộc giờ mầm_non tưởng,0.0,TikTok,cú đất pháp nhật được độc_lập dân_tộc giờ mầm_non tưởng
4526,đọc bình_luận mấy thua parky với chả namkiki,0.0,TikTok,đọc bình_luận mấy thua parky với chả namkiki
4527,cx bọn không học cx không,0.0,TikTok,cx bọn không học cx không
4528,thương_tiếc vô gia_đình bé bình_luận parky,0.0,TikTok,thương_tiếc vô gia_đình bé bình_luận parky
4529,ok lun mấy thằng coment parky,0.0,TikTok,ok lun mấy thằng coment parky
4530,miền nam ngưỡng_mộ miền bắc thẳng_thắn chu đa thời_tiết miền bắc,2.0,TikTok,miền nam ngưỡng_mộ miền bắc thẳng_thắn chu đa thời_tiết miền bắc
4531,vd kh bình_luận parky hoài vậy ykr,0.0,TikTok,vd kh bình_luận parky hoài vậy ykr
4532,đọc bình_luận nghẹn,0.0,TikTok,đọc bình_luận nghẹn
4533,bình_luận bất_lực,0.0,TikTok,bình_luận bất_lực
4534,parky,1.0,TikTok,parky
4535,parky miền nam chửi thay mik báo_cáo bình_luận tụi tụi tiếp_tục,0.0,TikTok,parky miền nam chửi thay mik báo_cáo bình_luận tụi tụi tiếp_tục
4536,buồn đổ_máu đổ xương chia_rẽ,0.0,TikTok,buồn đổ_máu đổ xương chia_rẽ
4537,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
4538,hồ_chí_minh muôn,2.0,TikTok,hồ_chí_minh muôn
4539,địa oai anh_em,0.0,TikTok,địa oai anh_em
4540,học_hành kĩ mấy câu sử ta trêu anh_em phát_triển tương_lai đất nc,0.0,TikTok,học_hành kĩ mấy câu sử ta trêu anh_em phát_triển tương_lai đất nc
4542,mấy thằng cu mày nam kêu parky đú gì bố_mẹ học thành_tài mặc nc nuôi giặc chán lắm,0.0,TikTok,mấy thằng cu mày nam kêu parky đú gì bố_mẹ học thành_tài mặc nc nuôi giặc chán lắm
4543,hào miền bắc,0.0,TikTok,hào miền bắc
4544,bình_luận,0.0,TikTok,bình_luận
4545,ta không tranh_luận người không thức đàm_phán kẻ_thù sai_lầm,0.0,TikTok,ta không tranh_luận người không thức đàm_phán kẻ_thù sai_lầm
4546,tưởng bình_luận thay_đổi nhưng_mà không đổi tưởng,0.0,TikTok,tưởng bình_luận thay_đổi nhưng_mà không đổi tưởng
4547,thay coment tiêu_cực báo_cáo bố_mẹ gia_đình hưởng phúc báu đời,0.0,TikTok,thay coment tiêu_cực báo_cáo bố_mẹ gia_đình hưởng phúc báu đời
4548,bh hy_sinh đổi được phân_biệt vùng miền bh không biết,0.0,TikTok,bh hy_sinh đổi được phân_biệt vùng miền bh không biết
4549,miền nam rep bọn bọn suốt soạn parky phản_ứng thay ta im_lặng dần,0.0,TikTok,miền nam rep bọn bọn suốt soạn parky phản_ứng thay ta im_lặng dần
4550,anh_em giờ cno bình_luận parky anh_em kệ cno đi thời_gian bọn xàm chán,0.0,TikTok,anh_em giờ cno bình_luận parky anh_em kệ cno đi thời_gian bọn xàm chán
4551,ta hi_sinh vô_ích,0.0,TikTok,ta hi_sinh vô_ích
4552,,0.0,TikTok,
4553,hi_sinh tất nhân_dân_thể được ấm_no hạnh_phúc xã_hội bây,0.0,TikTok,hi_sinh tất nhân_dân_thể được ấm_no hạnh_phúc xã_hội bây
4554,bắc trung nam hoài_đá,2.0,TikTok,bắc trung nam hoài_đá
4555,mong đừng câu vậy,0.0,TikTok,mong đừng câu vậy
4556,mấy đứa trẻ bây không biết nhục không nw,0.0,TikTok,mấy đứa trẻ bây không biết nhục không nw
4557,hạ_hoả rồi nhiên lôi lmj không,0.0,TikTok,hạ_hoả rồi nhiên lôi lmj không
4558,haz cx miền được giải_phóng không không việt_nam,0.0,TikTok,haz cx miền được giải_phóng không không việt_nam
4559,respect,0.0,TikTok,respect
4560,bắc trung nam,2.0,TikTok,bắc trung nam
4561,chó parky namkiki,1.0,TikTok,chó parky namkiki
4562,đọc bình_luận chán haiz miền nam,0.0,TikTok,đọc bình_luận chán haiz miền nam
4563,quốc_tịch không mày không sinh dòng máu mày quốc_tịch,0.0,TikTok,quốc_tịch không mày không sinh dòng máu mày quốc_tịch
4564,mấy cố ghi parky coi suy mik trc bình_luận đi bình_luận chả đel thèm suy gì chán đel,0.0,TikTok,mấy cố ghi parky coi suy mik trc bình_luận đi bình_luận chả đel thèm suy gì chán đel
4565,bất_lực không parky coi đồng_bào phản_quốc,0.0,TikTok,bất_lực không parky coi đồng_bào phản_quốc
4566,namki bọn spam parky trông tật vi,0.0,TikTok,namki bọn spam parky trông tật vi
4567,phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
4568,việt phân_biệt chủng_tộc phân_biệt miền phân_biệt dân_tộc,1.0,TikTok,việt phân_biệt chủng_tộc phân_biệt miền phân_biệt dân_tộc
4569,dog parky,0.0,TikTok,dog parky
4570,toàn lũ cali nhục với chả dân miền nam chửi giải_phóng miền nam hoa nở địch toàn dân ưu_tú miền nam đấy không,1.0,TikTok,toàn lũ cali nhục với chả dân miền nam chửi giải_phóng miền nam hoa nở địch toàn dân ưu_tú miền nam đấy không
4571,xde xde,0.0,TikTok,xde xde
4572,miền nam kệ miệt_thị câu không não thành mik cãi bọn cg được vĩ_đại,0.0,TikTok,miền nam kệ miệt_thị câu không não thành mik cãi bọn cg được vĩ_đại
4573,trend parky namki xúc_phạm với người miền đọc tức sd bình_luận vậy vậy cta không ngừng bình_luận,0.0,TikTok,trend parky namki xúc_phạm với người miền đọc tức sd bình_luận vậy vậy cta không ngừng bình_luận
4574,bọn phân_biệt vùng miền chx tỉnh_ngộ được,0.0,TikTok,bọn phân_biệt vùng miền chx tỉnh_ngộ được
4575,đọc bình_luận ngán mắc ngại hai chữ giới trẻ,0.0,TikTok,đọc bình_luận ngán mắc ngại hai chữ giới trẻ
4576,thề không được mấy người parky namky đi phân_biệt miền người coi anh_em ruột_thịt,0.0,TikTok,thề không được mấy người parky namky đi phân_biệt miền người coi anh_em ruột_thịt
4577,trung đou,0.0,TikTok,trung đou
4578,bắc trung nam tất,2.0,TikTok,bắc trung nam tất
4579,nam bắc,0.0,TikTok,nam bắc
4580,chán anh_em miền bắc đổ bao_nhiêu mồ_hôi máu anh_em miền nam,0.0,TikTok,chán anh_em miền bắc đổ bao_nhiêu mồ_hôi máu anh_em miền nam
4581,anh_em nam bắc đoàn_kết đừng bọn dắt_mũi,0.0,TikTok,anh_em nam bắc đoàn_kết đừng bọn dắt_mũi
4582,pịa cali nô_lệ culi,1.0,TikTok,pịa cali nô_lệ culi
4583,calicon kiểu táp liên_tục mấy thằng hề,1.0,TikTok,calicon kiểu táp liên_tục mấy thằng hề
4584,đọc bình_luận thằng bình_luận parky dưng hoang calicon,1.0,TikTok,đọc bình_luận thằng bình_luận parky dưng hoang calicon
4585,nam bắc không anh_em bắc miền nam không nam,2.0,TikTok,nam bắc không anh_em bắc miền nam không nam
4586,spam parky bất_lực bật khóc chả tiêu_cực,0.0,TikTok,spam parky bất_lực bật khóc chả tiêu_cực
4587,kid bayh học_thức,0.0,TikTok,kid bayh học_thức
4588,đọc coment bất_lực với mấy người đọc khóc vậy hên thành không tẩy_não thành kia,0.0,TikTok,đọc coment bất_lực với mấy người đọc khóc vậy hên thành không tẩy_não thành kia
4589,hahaha kêu nam bắc phân_biệt tỉnh_lẻ dân hoá,1.0,TikTok,hahaha kêu nam bắc phân_biệt tỉnh_lẻ dân hoá
4590,parky namki tôi monkey,1.0,TikTok,parky namki tôi monkey
4591,kệ bọn trẻ đi,0.0,TikTok,kệ bọn trẻ đi
4592,tụi mày không bọn gốc hoa gốc khmer chửi miền bắc lũ bất_hiếu tổ_tiên vua hùng miền mấy thằng nguỵ,1.0,TikTok,tụi mày không bọn gốc hoa gốc khmer chửi miền bắc lũ bất_hiếu tổ_tiên vua hùng miền mấy thằng nguỵ
4593,hoà 写真,0.0,TikTok,hoà 写真
4594,mồ_côi parky,1.0,TikTok,mồ_côi parky
4595,đứa trẻ đất hoà_bình chia_rẽ bắc_nam công dựng miền hỗ_trợ,0.0,TikTok,đứa trẻ đất hoà_bình chia_rẽ bắc_nam công dựng miền hỗ_trợ
4596,nghèo đi_giải phóng,0.0,TikTok,nghèo đi_giải phóng
4597,không mấy bắc bọn spam parky không anh dô rep bình_luận không bao trl,0.0,TikTok,không mấy bắc bọn spam parky không anh dô rep bình_luận không bao trl
4598,tao tức tụi phân_biệt tao game bắc trung nam tôi hoà_đồng thương,2.0,TikTok,tao tức tụi phân_biệt tao game bắc trung nam tôi hoà_đồng thương
4599,toàn nick bình_luận,0.0,TikTok,toàn nick bình_luận
4600,,0.0,TikTok,
4601,lớp mấy kinh phân_biệt chủng_tộc dân_tộc da đen không quyền tiếng tụi không tụi đất tây_nguyên,1.0,TikTok,lớp mấy kinh phân_biệt chủng_tộc dân_tộc da đen không quyền tiếng tụi không tụi đất tây_nguyên
4602,kệ bọn parky namkiki đi anh_em ta,2.0,TikTok,kệ bọn parky namkiki đi anh_em ta
4603,mấy thằng được lm không tim top,0.0,TikTok,mấy thằng được lm không tim top
4604,miền bắc chửi quài cười đấy,0.0,TikTok,miền bắc chửi quài cười đấy
4605,dòng máu lôi bắc chửi,0.0,TikTok,dòng máu lôi bắc chửi
4606,mấy đứa kêu parky chắn hậu vc không đeo bao đấy,0.0,TikTok,mấy đứa kêu parky chắn hậu vc không đeo bao đấy
4607,hồ dạy yêu tổ_quốc yêu đồng_bào,2.0,TikTok,hồ dạy yêu tổ_quốc yêu đồng_bào
4608,đọc,0.0,TikTok,đọc
4609,tôi ghét parky chúg ta cùg chug đất nc tsao gọi đàg hoàg đi,0.0,TikTok,tôi ghét parky chúg ta cùg chug đất nc tsao gọi đàg hoàg đi
4610,mãi yêu đất việt mãi yêu hồ,2.0,TikTok,mãi yêu đất việt mãi yêu hồ
4611,đơn_giản hồ dân nghệ_an parky,1.0,TikTok,đơn_giản hồ dân nghệ_an parky
4612,giới trẻ,0.0,TikTok,giới trẻ
4613,bọn mày parky namkiki đất sống bọn tao sống độc_lập giành bọn mày,0.0,TikTok,bọn mày parky namkiki đất sống bọn tao sống độc_lập giành bọn mày
4614,buồn đứa trẻ không bao được nam bắc ah tôi miền nam,2.0,TikTok,buồn đứa trẻ không bao được nam bắc ah tôi miền nam
4615,tao thách thằng đứng mặt tao,0.0,TikTok,tao thách thằng đứng mặt tao
4616,ô_kê naki baki,1.0,TikTok,ô_kê naki baki
4617,anh_em bọn spam parky namkiki đừng cs rep tg chìm,0.0,TikTok,anh_em bọn spam parky namkiki đừng cs rep tg chìm
4618,namkikikiki,1.0,TikTok,namkikikiki
4619,helo mấy vợ,0.0,TikTok,helo mấy vợ
4620,parky cá_rô,0.0,TikTok,parky cá_rô
4621,đất_thống thằng phân_biệt vùng miền tức thằng đảo,0.0,TikTok,đất_thống thằng phân_biệt vùng miền tức thằng đảo
4622,uổng công_sức hồ đi cứu,0.0,TikTok,uổng công_sức hồ đi cứu
4623,cay mấy bọn coment parky lắm không gì được,0.0,TikTok,cay mấy bọn coment parky lắm không gì được
4624,kệ đứa trẻ vô_học đi mặc_kệ bắc trung nam trc anh_em giúp_đỡ chống giặc trân_trọng,2.0,TikTok,kệ đứa trẻ vô_học đi mặc_kệ bắc trung nam trc anh_em giúp_đỡ chống giặc trân_trọng
4625,xưa cụ chiến_đấu miền đất nc_thống bây cháu chia đất nc,0.0,TikTok,xưa cụ chiến_đấu miền đất nc_thống bây cháu chia đất nc
4626,parky namkiki bắc trung nam,2.0,TikTok,parky namkiki bắc trung nam
4627,tất bắc_nam câu sống đất dạy không,0.0,TikTok,tất bắc_nam câu sống đất dạy không
4628,biết suy,0.0,TikTok,biết suy
4629,bắc trung nam đừng phân_biệt vùng miền,2.0,TikTok,bắc trung nam đừng phân_biệt vùng miền
4630,miền nam chào anh_em bắc_trung,0.0,TikTok,miền nam chào anh_em bắc_trung
4631,party,1.0,TikTok,party
4632,đấy dừng đi,0.0,TikTok,đấy dừng đi
4633,được mấy vd vd lịch_sử hùng đất cảm thik hào nma dạy lịch_sử buồn,0.0,TikTok,được mấy vd vd lịch_sử hùng đất cảm thik hào nma dạy lịch_sử buồn
4634,hoà parky phân_biệt hoà parky đồng parky parky,1.0,TikTok,hoà parky phân_biệt hoà parky đồng parky parky
4635,không bắc lập_nghiệp_thể phát_triển miền nam bắc siêng_năng,0.0,TikTok,không bắc lập_nghiệp_thể phát_triển miền nam bắc siêng_năng
4636,nh tk vo hoc ghê,0.0,TikTok,nh tk vo hoc ghê
4637,anh_em mấy bình_luận vậy ngơ đi rồi bọn chán rồi cút thoi,0.0,TikTok,anh_em mấy bình_luận vậy ngơ đi rồi bọn chán rồi cút thoi
4638,miền trung chào cali dog,1.0,TikTok,miền trung chào cali dog
4639,ngán,0.0,TikTok,ngán
4640,suất hiện lắm tây nội_địa pịa cali nail kỳ,1.0,TikTok,suất hiện lắm tây nội_địa pịa cali nail kỳ
